E_Time,mean_CPU_usage_rate
2017-01-01 00:10:00,0.14312123
2017-01-01 00:15:00,0.11209042249999998
2017-01-01 00:20:00,0.17355328666666667
2017-01-01 00:25:00,0.20175769
2017-01-01 00:30:00,0.2450760742857143
2017-01-01 00:35:00,0.26561918333333334
2017-01-01 00:40:00,0.4417859900000001
2017-01-01 00:45:00,0.28460830000000004
2017-01-01 00:50:00,0.21882643199999996
2017-01-01 00:55:00,0.30065298999999995
2017-01-01 01:00:00,0.33169334
2017-01-01 01:05:00,0.3484369500000001
2017-01-01 01:10:00,0.3446351000000001
2017-01-01 01:15:00,0.30638824
2017-01-01 01:20:00,0.12195842199999998
2017-01-01 01:25:00,0.14567919
2017-01-01 01:30:00,0.16212468999999996
2017-01-01 01:35:00,0.15828253999999997
2017-01-01 01:40:00,0.14349229
2017-01-01 01:45:00,0.14796348999999998
2017-01-01 01:50:00,0.13538162999999998
2017-01-01 01:55:00,0.23071743
2017-01-01 02:00:00,0.30578154
2017-01-01 02:05:00,0.12838361399999998
2017-01-01 02:10:00,0.12829787999999998
2017-01-01 02:15:00,0.11963356999999997
2017-01-01 02:20:00,0.13233683
2017-01-01 02:25:00,0.12732662999999997
2017-01-01 02:30:00,0.13591636999999998
2017-01-01 02:35:00,0.12850921999999998
2017-01-01 02:40:00,0.12848871999999997
2017-01-01 02:45:00,0.12384101999999998
2017-01-01 02:50:00,0.14471472999999996
2017-01-01 02:55:00,0.11807721999999998
2017-01-01 03:00:00,0.29856163999999996
2017-01-01 03:05:00,0.34279523
2017-01-01 03:10:00,0.32742646999999997
2017-01-01 03:15:00,0.33885213000000003
2017-01-01 03:20:00,0.360890435
2017-01-01 03:25:00,0.37664004000000006
2017-01-01 03:30:00,0.3821962999999999
2017-01-01 03:35:00,0.35213509
2017-01-01 03:40:00,0.307328735
2017-01-01 03:45:00,0.33926388500000004
2017-01-01 03:50:00,0.35651429
2017-01-01 03:55:00,0.38111994
2017-01-01 04:00:00,0.34999424000000007
2017-01-01 04:05:00,0.2939520699999999
2017-01-01 04:10:00,0.3501401700000001
2017-01-01 04:15:00,0.38630494
2017-01-01 04:20:00,0.39407954
2017-01-01 04:25:00,0.3386288700000001
2017-01-01 04:30:00,0.32479268
2017-01-01 04:35:00,0.32234338
2017-01-01 04:40:00,0.25169857600000006
2017-01-01 04:45:00,0.3007679800000001
2017-01-01 04:50:00,0.32213577000000004
2017-01-01 04:55:00,0.3457783300000001
2017-01-01 05:00:00,0.34528567
2017-01-01 05:05:00,0.21794736999999997
2017-01-01 05:10:00,0.24210276999999994
2017-01-01 05:15:00,0.31651668
2017-01-01 05:20:00,0.3802583199999999
2017-01-01 05:25:00,0.4186315
2017-01-01 05:30:00,0.37970724000000006
2017-01-01 05:35:00,0.35802884
2017-01-01 05:40:00,0.35136145666666674
2017-01-01 05:45:00,0.34312374000000007
2017-01-01 05:50:00,0.30760766999999994
2017-01-01 05:55:00,0.32560109
2017-01-01 06:00:00,0.31278243000000006
2017-01-01 06:05:00,0.21856698142857142
2017-01-01 06:10:00,0.25085308
2017-01-01 06:15:00,0.2725210699999999
2017-01-01 06:20:00,0.29869281999999997
2017-01-01 06:25:00,0.29365163
2017-01-01 06:30:00,0.23318574400000003
2017-01-01 06:35:00,0.28385613000000004
2017-01-01 06:40:00,0.32754399
2017-01-01 06:45:00,0.33782968
2017-01-01 06:50:00,0.34879378
2017-01-01 06:55:00,0.27321791999999995
2017-01-01 07:00:00,0.27170837
2017-01-01 07:05:00,0.31893397999999995
2017-01-01 07:10:00,0.31357158999999996
2017-01-01 07:15:00,0.2767663999999999
2017-01-01 07:20:00,0.27576114
2017-01-01 07:25:00,0.28095180000000003
2017-01-01 07:30:00,0.34108339000000004
2017-01-01 07:35:00,0.35163497999999993
2017-01-01 07:40:00,0.34559793
2017-01-01 07:45:00,0.34708903999999996
2017-01-01 07:50:00,0.37844797999999996
2017-01-01 07:55:00,0.26388434888888895
2017-01-01 08:00:00,0.3812234500000001
2017-01-01 08:05:00,0.30823199
2017-01-01 08:10:00,0.33625898
2017-01-01 08:15:00,0.36880744
2017-01-01 08:20:00,0.32061359
