E_Time,mean_CPU_usage_rate
2017-01-01 00:10:00,0.2624727
2017-01-01 00:15:00,0.3040327
2017-01-01 00:20:00,0.21302749999999998
2017-01-01 00:25:00,0.37523510000000004
2017-01-01 00:30:00,0.2254161
2017-01-01 00:35:00,0.33304829999999996
2017-01-01 00:40:00,0.29913839999999997
2017-01-01 00:45:00,0.3694684000000001
2017-01-01 00:50:00,0.24846898
2017-01-01 00:55:00,0.2897397
2017-01-01 01:00:00,0.2739131
2017-01-01 01:05:00,0.2911765
2017-01-01 01:10:00,0.3066522
2017-01-01 01:15:00,0.3386183
2017-01-01 01:20:00,0.26348069999999996
2017-01-01 01:25:00,0.2705217
2017-01-01 01:30:00,0.27572879999999994
2017-01-01 01:35:00,0.27034505
2017-01-01 01:40:00,0.2830665
2017-01-01 01:45:00,0.28828889999999996
2017-01-01 01:50:00,0.28984839999999995
2017-01-01 01:55:00,0.27334499999999995
2017-01-01 02:00:00,0.2601904
2017-01-01 02:05:00,0.2838959999999999
2017-01-01 02:10:00,0.3257851
2017-01-01 02:15:00,0.4055480666666667
2017-01-01 02:20:00,0.27304096
2017-01-01 02:25:00,0.26222195
2017-01-01 02:30:00,0.23225221249999994
2017-01-01 02:35:00,0.2743576999999999
2017-01-01 02:40:00,0.36033119999999996
2017-01-01 02:45:00,0.33780220000000005
2017-01-01 02:50:00,0.28365399999999996
2017-01-01 02:55:00,0.33030789999999993
2017-01-01 03:00:00,0.30409649999999994
2017-01-01 03:05:00,0.38638979999999995
2017-01-01 03:10:00,0.33189093999999997
2017-01-01 03:15:00,0.43836220000000004
2017-01-01 03:20:00,0.3817132
2017-01-01 03:25:00,0.129729924
2017-01-01 03:30:00,0.15257579999999998
2017-01-01 03:35:00,0.262656
2017-01-01 03:40:00,0.18935401999999998
2017-01-01 03:45:00,0.20255999999999996
2017-01-01 03:50:00,0.23976820000000001
2017-01-01 03:55:00,0.2131472
2017-01-01 04:00:00,0.279201
2017-01-01 04:05:00,0.2510081
2017-01-01 04:10:00,0.22927430000000004
2017-01-01 04:15:00,0.26686719999999997
2017-01-01 04:20:00,0.2541581
2017-01-01 04:25:00,0.1855362142857143
2017-01-01 04:30:00,0.1996911
2017-01-01 04:35:00,0.1682552
2017-01-01 04:40:00,0.18547239999999998
2017-01-01 04:45:00,0.22471340000000004
2017-01-01 04:50:00,0.27848239999999996
2017-01-01 04:55:00,0.30632149999999997
2017-01-01 05:00:00,0.26420819999999995
2017-01-01 05:05:00,0.30103630000000003
2017-01-01 05:10:00,0.2932372
2017-01-01 05:15:00,0.2830752
2017-01-01 05:20:00,0.2952444
2017-01-01 05:25:00,0.2806452
2017-01-01 05:30:00,0.24993109999999996
2017-01-01 05:35:00,0.2226534
2017-01-01 05:40:00,0.2264172
2017-01-01 05:45:00,0.2458315
2017-01-01 05:50:00,0.23949430000000002
2017-01-01 05:55:00,0.2768234
2017-01-01 06:00:00,0.25728239999999997
2017-01-01 06:05:00,0.23539719999999997
2017-01-01 06:10:00,0.2054034
2017-01-01 06:15:00,0.241972
2017-01-01 06:20:00,0.25783529999999993
2017-01-01 06:25:00,0.23399520000000001
2017-01-01 06:30:00,0.1666881
2017-01-01 06:35:00,0.19908330000000002
2017-01-01 06:40:00,0.2560814
2017-01-01 06:45:00,0.2646343
2017-01-01 06:50:00,0.2682271
2017-01-01 06:55:00,0.2422381
2017-01-01 07:00:00,0.20027720000000002
2017-01-01 07:05:00,0.21395240000000001
2017-01-01 07:10:00,0.1715324
2017-01-01 07:15:00,0.2495772
2017-01-01 07:20:00,0.27715809999999996
2017-01-01 07:25:00,0.2656633
2017-01-01 07:30:00,0.27940099999999995
2017-01-01 07:35:00,0.221311
2017-01-01 07:40:00,0.26667529999999995
2017-01-01 07:45:00,0.3177390999999999
2017-01-01 07:50:00,0.2079891
2017-01-01 07:55:00,0.3887086
2017-01-01 08:00:00,0.3612219
2017-01-01 08:05:00,0.3672739
2017-01-01 08:10:00,0.28212000000000004
2017-01-01 08:15:00,0.238371
2017-01-01 08:20:00,0.2772558
2017-01-01 08:25:00,0.2806201
2017-01-01 08:30:00,0.2661628999999999
2017-01-01 08:35:00,0.3352858000000001
2017-01-01 08:40:00,0.292361
2017-01-01 08:45:00,0.22811764
2017-01-01 08:50:00,0.2835281
2017-01-01 08:55:00,0.28390909999999997
2017-01-01 09:00:00,0.2147868
2017-01-01 09:05:00,0.2939334
2017-01-01 09:10:00,0.26983650000000003
2017-01-01 09:15:00,0.31266380000000005
2017-01-01 09:20:00,0.31913759999999997
2017-01-01 09:25:00,0.3005829
2017-01-01 09:30:00,0.2891838
2017-01-01 09:35:00,0.19841620000000001
2017-01-01 09:40:00,0.189961
2017-01-01 09:45:00,0.1896572
2017-01-01 09:50:00,0.2556572
2017-01-01 09:55:00,0.23040429999999998
2017-01-01 10:00:00,0.2456601
2017-01-01 10:05:00,0.33236099999999996
2017-01-01 10:10:00,0.3352401
2017-01-01 10:15:00,0.3013258
2017-01-01 10:20:00,0.32693330000000004
2017-01-01 10:25:00,0.32452000000000003
2017-01-01 10:30:00,0.242243
2017-01-01 10:35:00,0.26948809999999995
2017-01-01 10:40:00,0.28937389999999996
2017-01-01 10:45:00,0.316411
2017-01-01 10:50:00,0.24402100000000002
2017-01-01 10:55:00,0.3253071999999999
2017-01-01 11:00:00,0.29449533333333333
2017-01-01 11:05:00,0.3071199
2017-01-01 11:10:00,0.2683126
2017-01-01 11:15:00,0.34965450000000003
2017-01-01 11:20:00,0.3940656
2017-01-01 11:25:00,0.29671510000000006
2017-01-01 11:30:00,0.2807994
2017-01-01 11:35:00,0.2575842
2017-01-01 11:40:00,0.3144413
2017-01-01 11:45:00,0.28442839999999997
2017-01-01 11:50:00,0.27014649999999996
2017-01-01 11:55:00,0.2795412
2017-01-01 12:00:00,0.34648080000000003
2017-01-01 12:05:00,0.2997514428571428
2017-01-01 12:10:00,0.35090829999999995
2017-01-01 12:15:00,0.3445650999999999
2017-01-01 12:20:00,0.38328690000000004
2017-01-01 12:25:00,0.27731749999999994
2017-01-01 12:30:00,0.2995922
2017-01-01 12:35:00,0.34732029999999997
2017-01-01 12:40:00,0.2664413
2017-01-01 12:45:00,0.25232800000000005
2017-01-01 12:50:00,0.28310559999999996
2017-01-01 12:55:00,0.3653241
2017-01-01 13:00:00,0.34874930000000004
2017-01-01 13:05:00,0.32709130000000003
2017-01-01 13:10:00,0.330149
2017-01-01 13:15:00,0.38847180000000003
2017-01-01 13:20:00,0.3545321999999999
2017-01-01 13:25:00,0.3166283
2017-01-01 13:30:00,0.37789649999999997
2017-01-01 13:35:00,0.40779319999999997
2017-01-01 13:40:00,0.3396155
2017-01-01 13:45:00,0.3897727
2017-01-01 13:50:00,0.4463341
2017-01-01 13:55:00,0.44448950000000004
2017-01-01 14:00:00,0.4425146999999999
2017-01-01 14:05:00,0.40759090000000003
2017-01-01 14:10:00,0.4044752
2017-01-01 14:15:00,0.3862821
2017-01-01 14:20:00,0.4995017999999999
2017-01-01 14:25:00,0.5885584999999999
2017-01-01 14:30:00,0.5627014
2017-01-01 14:35:00,0.5214622999999999
2017-01-01 14:40:00,0.5358528
2017-01-01 14:45:00,0.5422075000000001
2017-01-01 14:50:00,0.48495669999999996
2017-01-01 14:55:00,0.5128223000000001
2017-01-01 15:00:00,0.5450670000000001
2017-01-01 15:05:00,0.5433899999999999
2017-01-01 15:10:00,0.4487279999999999
2017-01-01 15:15:00,0.5082028
2017-01-01 15:20:00,0.5200288999999999
2017-01-01 15:25:00,0.47083269999999994
2017-01-01 15:30:00,0.49702090000000004
2017-01-01 15:35:00,0.5297704
2017-01-01 15:40:00,0.5238181
2017-01-01 15:45:00,0.5439200000000001
2017-01-01 15:50:00,0.4692125000000001
2017-01-01 15:55:00,0.4696265
2017-01-01 16:00:00,0.4702393
2017-01-01 16:05:00,0.46216369999999996
2017-01-01 16:10:00,0.48571600000000004
2017-01-01 16:15:00,0.47436130000000004
2017-01-01 16:20:00,0.4827408999999999
2017-01-01 16:25:00,0.4638003
2017-01-01 16:30:00,0.47766369999999997
2017-01-01 16:35:00,0.5201094999999999
2017-01-01 16:40:00,0.49347799999999997
2017-01-01 16:45:00,0.5607028
2017-01-01 16:50:00,0.4941261
2017-01-01 16:55:00,0.5091818
2017-01-01 17:00:00,0.5430771
2017-01-01 17:05:00,0.5491365999999999
2017-01-01 17:10:00,0.5460047
2017-01-01 17:15:00,0.43331678333333334
2017-01-01 17:20:00,0.5172482
2017-01-01 17:25:00,0.5387201
2017-01-01 17:30:00,0.48074069999999997
2017-01-01 17:35:00,0.5163793999999999
2017-01-01 17:40:00,0.49446970000000007
2017-01-01 17:45:00,0.4947637999999999
2017-01-01 17:50:00,0.47281344999999997
2017-01-01 17:55:00,0.3810448083333334
2017-01-01 18:00:00,0.4143376714285715
